StockCode,Description,total_units_sold,transaction_count,demand_std,total_revenue,avg_price,unique_customers,avg_daily_demand,safety_stock,reorder_point,eoq,current_stock,stock_status,recommended_action
47503F,ASS FLORAL PRINT TORCH,2567,11,753.1001623592007,729.9499999999999,1.5227272727272727,10,3.48,3288,3313,354,2758,Critical Risk,"Order 3,843 units immediately"
85160B,BLACK BIRD GARDEN DESIGN MUG,6149,31,741.5101954069635,934.87,0.7616129032258064,28,8.33,3238,3297,676,1965,Critical Risk,"Order 4,570 units immediately"
21392,RED SPOTTY PUDDING BOWL,3818,24,743.1499887620947,827.04,2.0033333333333334,20,5.17,3245,3282,376,3264,Reorder Triggered,"Order 3,263 units immediately"
20800,LARGE GLASS SUNDAE DISH CLEAR,996,2,698.6214998123089,258.2,1.4,2,1.35,3050,3060,230,2676,Critical Risk,"Order 3,434 units immediately"
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,11335,53,653.4742369630617,1017.18,0.170188679245283,40,15.36,2853,2961,918,1645,Critical Risk,"Order 4,169 units immediately"
20757,RED DAISY POCKET BOOK ,5301,56,641.0053262233889,856.23,0.8467857142857144,49,7.18,2799,2850,627,1415,Critical Risk,"Order 4,234 units immediately"
17109C,FLOWER FAIRY INCENSE ROSE,3124,15,644.3566522028738,661.23,1.238,13,4.23,2813,2843,433,1802,Critical Risk,"Order 3,854 units immediately"
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,1122,3,637.3946971853469,181.5,0.8833333333333333,3,1.52,2783,2794,289,2735,Critical Risk,"Order 2,842 units immediately"
85109,PINK BOUDOIR T-LIGHT HOLDER,4203,18,597.6672544642408,462.15,0.69,17,5.7,2610,2650,559,1186,Critical Risk,"Order 4,074 units immediately"
21981,PACK OF 12 WOODLAND TISSUES ,25859,397,547.208772816881,6855.19,0.3123425692695214,282,35.04,2389,2635,1386,1790,Critical Risk,"Order 3,234 units immediately"
20758,ABSTRACT CIRCLES POCKET BOOK,5378,76,550.4005782075709,920.9,0.8373684210526315,61,7.29,2403,2455,632,1509,Critical Risk,"Order 3,349 units immediately"
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,105185,921,318.3084390653356,24098.03,0.2619978284473398,482,142.53,1390,2388,2794,1564,Reorder Triggered,"Order 2,794 units immediately"
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,28606,550,432.5201700647418,55880.17,2.5669636363636363,300,38.76,1889,2161,910,1658,Critical Risk,"Order 2,392 units immediately"
16033,MINI HIGHLIGHTER PENS,15001,49,458.28375489427947,1530.12,0.1163265306122449,43,20.33,2001,2144,1056,758,Critical Risk,"Order 3,387 units immediately"
84509F,SET OF 4 NEW ENGLAND PLACEMATS,2744,33,463.3095024665019,2298.0,3.659090909090909,29,3.72,2023,2050,236,2001,Critical Risk,"Order 2,072 units immediately"
10123G,ARMY CAMO WRAPPING TAPE,2246,13,413.3070194270747,157.18,0.5592307692307693,12,3.04,1805,1827,408,1093,Critical Risk,"Order 2,539 units immediately"
35649,VINTAGE BEAD COSMETIC BAG ,1776,22,367.9275526278019,1195.82,3.144090909090909,20,2.41,1607,1624,205,660,Critical Risk,"Order 2,571 units immediately"
21279,VINTAGE KITCHEN PRINT FRUITS,3471,56,304.89649457249817,1343.85,2.4678571428571425,51,4.7,1332,1365,323,963,Critical Risk,"Order 1,734 units immediately"
22632,HAND WARMER RED POLKA DOT,2592,46,293.8937992156203,4876.2,1.985869565217392,28,3.51,1283,1308,312,431,Critical Risk,"Order 2,160 units immediately"
22952,SET 72 CAKE CASES VINTAGE CHRISTMAS,672,4,288.0,291.6,0.5175000000000001,4,0.91,1258,1265,224,855,Critical Risk,"Order 1,668 units immediately"
72045D,ROSES ON BLUE TEACUP CANDLE ,536,3,281.7487060011693,905.84,1.6900000000000002,3,0.73,1230,1236,154,568,Critical Risk,"Order 1,898 units immediately"
84879,ASSORTED COLOUR BIRD ORNAMENT,78234,2692,98.83194404535725,124351.86,1.676151560178306,1010,106.01,432,1175,1861,503,Reorder Triggered,"Order 1,861 units immediately"
15044A,PINK PAPER PARASOL ,4894,194,251.37046150079385,12803.78,2.95659793814433,116,6.63,1098,1145,351,888,Critical Risk,"Order 1,355 units immediately"
21985,PACK OF 12 HEARTS DESIGN TISSUES ,24766,747,195.12075485624365,8441.64,0.3116064257028112,493,33.56,852,1087,1356,990,Reorder Triggered,"Order 1,356 units immediately"
21336,GOLD WASHBAG,1788,24,243.17161590656235,401.64,2.715,13,2.42,1062,1079,221,358,Critical Risk,"Order 1,783 units immediately"
15036,ASSORTED COLOURS SILK FAN,40994,635,155.02464773993322,28766.32,0.7659527559055118,303,55.55,677,1066,1744,592,Critical Risk,"Order 1,744 units immediately"
21986,PACK OF 12 PINK SPOT TISSUES ,8151,157,217.60420320764447,3058.93,0.2922929936305732,128,11.04,950,1028,778,606,Critical Risk,"Order 1,372 units immediately"
21915,RED  HARMONICA IN BOX ,35229,890,151.51755160552958,39870.65,1.2519775280898875,467,47.74,662,997,1445,867,Reorder Triggered,"Order 1,445 units immediately"
85099B,JUMBO BAG RED RETROSPOT,74224,2641,62.452082104881896,134307.44,1.9738697463082164,860,100.57,273,977,1671,629,Reorder Triggered,"Order 1,671 units immediately"
22492,MINI PAINT SET VINTAGE ,41507,618,125.33050306135958,25900.19,0.6521359223300971,356,56.24,548,942,1755,336,Critical Risk,"Order 1,755 units immediately"
62018,SOMBRERO ,9548,123,175.4330659513243,12413.8,1.7906504065040652,70,12.94,766,857,630,406,Critical Risk,"Order 1,217 units immediately"
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,912,20,192.65988575452693,258.36,0.898,17,1.24,842,851,261,404,Critical Risk,"Order 1,289 units immediately"
16216,LETTER SHAPE PENCIL SHARPENER,4135,79,180.23160925960352,358.18,0.1260759493670886,69,5.6,787,827,554,371,Critical Risk,"Order 1,243 units immediately"
21212,PACK OF 72 RETROSPOT CAKE CASES,44721,1374,91.0485985086091,21551.8,0.5452838427947598,772,60.6,398,823,1822,703,Reorder Triggered,"Order 1,822 units immediately"
84991,60 TEATIME FAIRY CAKE CASES,52828,1813,64.56341001706645,25785.92,0.5432928847214562,822,71.58,282,784,1980,290,Reorder Triggered,"Order 1,980 units immediately"
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,1037,15,174.95789969780347,277.19,2.742,13,1.41,764,774,168,528,Critical Risk,"Order 1,010 units immediately"
21213,PACK OF 72 SKULL CAKE CASES,38530,1178,82.42798945256676,18319.18,0.5392444821731749,528,52.21,360,726,1691,367,Reorder Triggered,"Order 1,691 units immediately"
21704,BAG 250g SWIRLY MARBLES,16824,470,127.10102416710492,12750.54,0.8466808510638297,287,22.8,555,715,1118,349,Critical Risk,"Order 1,118 units immediately"
20668,DISCO BALL CHRISTMAS DECORATION,20550,314,114.60463471910076,2292.04,0.1186624203821656,181,27.85,501,696,1235,627,Reorder Triggered,"Order 1,235 units immediately"
22102,MIRROR MOSAIC T-LIGHT HOLDER ,1738,41,155.52489801455914,1024.5,1.5690243902439025,35,2.36,679,696,287,454,Critical Risk,Order 921 units immediately
16049,TEATIME GEL PENS ASST,3144,25,150.3643574787589,542.88,0.2759999999999999,22,4.26,657,687,483,508,Critical Risk,Order 836 units immediately
35824P,"HANGING FLOWERS+MIRROR,PINK",324,3,156.0,136.44,0.75,2,0.44,682,686,156,439,Critical Risk,Order 929 units immediately
72232,FENG SHUI PILLAR CANDLE,6268,119,132.99962464861636,1190.9199999999998,0.19,72,8.49,581,641,682,304,Critical Risk,Order 918 units immediately
20850,ZINC HEART LATTICE PLANTER BOWL,820,23,144.01029278102823,713.8,2.8434782608695657,19,1.11,629,637,147,538,Critical Risk,Order 728 units immediately
35824B,"HANGING FLOWERS+MIRROR,BLUE",527,5,142.67375371805426,200.26,0.38,4,0.71,623,628,198,406,Critical Risk,Order 845 units immediately
22151,PLACE SETTING WHITE HEART,27085,665,81.04038557205853,10910.31,0.4238345864661653,361,36.7,354,611,1418,447,Reorder Triggered,"Order 1,418 units immediately"
20688,BEAUTY SPEED EXPRESSO CUPS,462,9,138.45486629223257,306.9,4.45,9,0.63,605,610,89,479,Critical Risk,Order 736 units immediately
20714,POSY SHOPPER BAG,1513,12,134.6176122026814,586.25,0.5975,10,2.05,588,603,336,272,Critical Risk,Order 919 units immediately
21975,PACK OF 60 DINOSAUR CAKE CASES,30881,1159,67.95501371017406,14818.01,0.548360655737705,543,41.84,297,590,1514,198,Critical Risk,"Order 1,514 units immediately"
71459,HANGING JAM JAR T-LIGHT HOLDER,29255,817,67.28825566415878,22805.99,0.8305875152998776,421,39.64,294,572,1474,181,Critical Risk,"Order 1,474 units immediately"
72487,ROSES WHITE ROUND CANDLE,826,13,126.29305561841431,351.62,0.9776923076923076,13,1.12,552,560,248,293,Critical Risk,Order 819 units immediately
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,2872,64,121.29126690974678,879.92,0.41,50,3.89,530,558,462,465,Critical Risk,Order 623 units immediately
37479B,CUBIC MUG FLOCK BLUE ON BROWN,1240,24,124.852492676503,1011.48,1.163333333333333,20,1.68,546,558,282,357,Critical Risk,Order 747 units immediately
23113,PANTRY CHOPPING BOARD,1138,43,117.42056054996124,5695.860000000001,4.92,39,1.54,513,524,131,390,Critical Risk,Order 647 units immediately
21731,RED TOADSTOOL LED NIGHT LIGHT,27102,1060,60.59008004019011,41824.26,1.6490377358490569,415,36.72,265,523,1105,270,Reorder Triggered,"Order 1,105 units immediately"
20666,ECONOMY HOLIDAY PURSE,871,22,116.70298445235488,340.65,2.679090909090909,22,1.18,510,519,156,251,Critical Risk,Order 778 units immediately
22920,HERB MARKER BASIL,3370,197,108.64036254817344,2027.0,0.6489847715736041,138,4.57,475,507,501,243,Critical Risk,Order 739 units immediately
21497,FANCY FONTS BIRTHDAY WRAP,17450,483,70.6647165181976,6957.0,0.4176811594202898,330,23.64,309,475,1138,394,Reorder Triggered,"Order 1,138 units immediately"
23582,VINTAGE DOILY JUMBO BAG RED ,4434,237,98.82630952865011,8508.220000000001,2.066371308016877,186,6.01,432,475,400,437,Reorder Triggered,Order 470 units immediately
21287,SCENTED VELVET LOUNGE CANDLE ,4077,83,99.58687806479196,1799.82,0.6630120481927712,67,5.52,435,474,550,324,Critical Risk,Order 585 units immediately
22469,HEART OF WICKER SMALL,26193,1821,48.91971829536281,43316.54,1.6381823174080177,886,35.49,214,463,1090,313,Reorder Triggered,"Order 1,090 units immediately"
21232,STRAWBERRY CERAMIC TRINKET BOX,33899,1859,29.799999577965032,39682.67,1.2356750941366326,683,45.93,131,453,1427,447,Reorder Triggered,"Order 1,427 units immediately"
21877,HOME SWEET HOME MUG,13856,652,72.11831834535519,15399.56,1.314616564417178,323,18.78,315,447,885,375,Reorder Triggered,Order 885 units immediately
21215, IVORY PAPER CUP CAKE CASES ,1146,24,99.09470656682534,521.1,0.5283333333333334,22,1.55,433,444,292,189,Critical Risk,Order 688 units immediately
23507,MINI PLAYING CARDS BUFFALO BILL ,2839,109,94.70366895402584,1128.18,0.418348623853211,91,3.85,414,441,460,238,Critical Risk,Order 617 units immediately
22189,CREAM HEART CARD HOLDER,15946,1134,64.37889606553047,47414.2,3.878165784832452,536,21.61,282,434,553,410,Reorder Triggered,Order 553 units immediately
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1036,40,93.8681016790076,435.12,0.42,39,1.4,410,420,277,416,Reorder Triggered,Order 414 units immediately
17014D,ORIGAMI ROSE INCENSE CONES,476,6,93.50436709943908,194.28,1.015,5,0.64,409,414,186,335,Critical Risk,Order 488 units immediately
84922,PINK BUTTERFLY WASHBAG,335,10,93.69127790544624,748.75,4.025,9,0.45,410,414,79,345,Critical Risk,Order 479 units immediately
21948,SET OF 6 CAKE CHOPSTICKS,1990,115,89.84208113314213,2298.31,1.318695652173913,71,2.7,393,412,335,382,Critical Risk,Order 423 units immediately
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4471,186,83.84260468150507,6757.95,1.6327956989247312,111,6.06,367,410,451,232,Critical Risk,Order 545 units immediately
79337,BLUE FLOCK GLASS CANDLEHOLDER,1191,19,91.0854620864865,491.95,0.7810526315789473,16,1.61,398,410,297,331,Critical Risk,Order 477 units immediately
22998,TRAVEL CARD WALLET KEEP CALM,11645,440,67.63565611916935,4641.32,0.4278181818181817,217,15.78,296,407,930,282,Critical Risk,Order 930 units immediately
23135,SMALL ZINC HEART WALL ORGANISER,1538,42,89.42825231025131,5378.8,5.191190476190476,31,2.08,391,406,149,258,Critical Risk,Order 539 units immediately
21929,JUMBO BAG PINK VINTAGE PAISLEY,24108,1236,39.68455548481497,43313.9,1.9750485436893204,504,32.67,174,403,952,179,Reorder Triggered,Order 952 units immediately
72741,GRAND CHOCOLATECANDLE,19284,826,49.39553376161339,25895.4,1.421912832929782,510,26.13,216,399,1004,215,Critical Risk,"Order 1,004 units immediately"
23510,MINI PLAYING CARDS GYMKHANA,2297,100,86.11942084376001,901.74,0.4187999999999999,90,3.11,376,398,413,187,Critical Risk,Order 587 units immediately
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,1211,23,88.14379197221496,299.35,0.2795652173913043,20,1.64,385,397,300,328,Critical Risk,Order 454 units immediately
20713,JUMBO BAG OWLS,19463,929,47.04953967355642,35162.42,1.967599569429494,371,26.37,206,391,857,194,Critical Risk,Order 857 units immediately
22608,PENS ASSORTED FUNKY JEWELED ,5401,98,77.39494144915928,1406.29,0.3,75,7.32,338,390,634,259,Critical Risk,Order 634 units immediately
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2343,135,83.6113491784625,2682.79,1.2670370370370372,91,3.17,366,389,371,271,Critical Risk,Order 484 units immediately
21086,SET/6 RED SPOTTY PAPER CUPS,15834,631,52.87330594471472,9513.3,0.6506973058637084,311,21.46,231,382,1084,186,Critical Risk,"Order 1,084 units immediately"
21871,SAVE THE PLANET MUG,11099,607,62.567029318279545,12515.44,1.2988962108731466,299,15.04,274,380,797,341,Reorder Triggered,Order 797 units immediately
21790,VINTAGE SNAP CARDS,25120,1504,31.415090105790703,19957.34,0.8475531914893617,793,34.04,138,377,1366,268,Reorder Triggered,"Order 1,366 units immediately"
22489,PACK OF 12 TRADITIONAL CRAYONS,17090,619,48.23579136396033,6889.77,0.4249434571890145,417,23.16,211,374,1127,262,Reorder Triggered,"Order 1,127 units immediately"
21931,JUMBO STORAGE BAG SUKI,25970,1728,26.396014785367857,47760.99,1.9728645833333327,546,35.19,116,363,989,221,Reorder Triggered,Order 989 units immediately
23543,WALL ART KEEP CALM ,958,76,79.99001253446056,4853.5,7.835921052631579,64,1.3,350,360,96,226,Critical Risk,Order 484 units immediately
