CustomerID,first_purchase,last_purchase,total_items_bought,total_orders,total_quantity,avg_quantity_per_line,total_spend,avg_order_value,unique_products_bought,weekend_purchase_ratio,is_churned,days_as_customer,recency_days,purchase_frequency_days,recency_frequency_ratio,R_Score,F_Score,M_Score,RFM_Segment,churn_risk_probability,churn_risk_category
14393,2011-05-05 18:16:00,2011-05-05 18:16:00,5,1,13,2.6,67.95,13.59,5,0.0,1,1,218,1.0,109.0,2,1,1,Lost / Inactive,0.9296,High Risk
15940,2011-02-01 16:18:00,2011-02-01 16:18:00,1,1,4,4.0,35.8,35.8,1,0.0,1,1,311,1.0,155.5,2,1,1,Lost / Inactive,0.9288,High Risk
14832,2010-03-19 15:14:00,2010-03-19 15:14:00,1,1,1,1.0,322.69,322.69,1,0.0,1,1,630,1.0,315.0,1,1,2,Lost / Inactive,0.9279,High Risk
13913,2010-07-21 10:11:00,2010-07-21 10:11:00,3,1,10,3.333333333333333,42.22,14.073333333333332,3,0.0,1,1,507,1.0,253.5,1,1,1,Lost / Inactive,0.9278,High Risk
14374,2010-06-16 14:25:00,2010-06-16 14:25:00,7,1,20,2.857142857142857,108.0,15.428571428571429,7,0.0,1,1,541,1.0,270.5,1,1,1,Lost / Inactive,0.9274,High Risk
15672,2009-12-14 16:52:00,2009-12-14 16:52:00,3,1,10,3.333333333333333,45.3,15.1,3,0.0,1,1,725,1.0,362.5,1,1,1,Lost / Inactive,0.9271,High Risk
15395,2011-01-18 12:40:00,2011-01-18 12:40:00,7,1,17,2.4285714285714284,107.45,15.35,7,0.0,1,1,326,1.0,163.0,2,1,1,Lost / Inactive,0.9268,High Risk
12992,2009-12-14 16:46:00,2009-12-14 16:46:00,6,1,21,3.5,93.35,15.558333333333332,6,0.0,1,1,725,1.0,362.5,1,1,1,Lost / Inactive,0.9256,High Risk
15397,2011-02-23 09:25:00,2011-02-23 09:25:00,6,1,20,3.333333333333333,94.0,15.666666666666666,6,0.0,1,1,290,1.0,145.0,2,1,1,Lost / Inactive,0.9256,High Risk
16257,2011-06-16 10:11:00,2011-06-16 10:11:00,2,1,2,1.0,46.95,23.475,2,0.0,1,1,177,1.0,88.5,3,1,1,Needs Attention,0.9255,High Risk
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,5,1,11,2.2,84.3,16.86,5,0.0,1,1,303,1.0,151.5,2,1,1,Lost / Inactive,0.9247,High Risk
16028,2010-04-23 11:45:00,2010-04-23 11:45:00,5,1,18,3.6,82.2,16.44,5,0.0,1,1,596,1.0,298.0,1,1,1,Lost / Inactive,0.9234,High Risk
16162,2011-04-01 15:03:00,2011-04-01 15:03:00,2,1,4,2.0,37.4,18.7,2,0.0,1,1,252,1.0,126.0,2,1,1,Lost / Inactive,0.9233,High Risk
17378,2010-11-30 18:46:00,2010-11-30 18:46:00,1,1,1,1.0,10.95,10.95,1,0.0,1,1,374,1.0,187.0,2,2,1,Lost / Inactive,0.9218,High Risk
15575,2010-03-30 12:50:00,2010-03-30 12:50:00,3,1,6,2.0,30.1,10.033333333333331,3,0.0,1,1,620,1.0,310.0,1,1,1,Lost / Inactive,0.9216,High Risk
15843,2011-02-09 10:19:00,2011-02-09 10:19:00,8,1,27,3.375,118.95,14.86875,8,0.0,1,1,304,1.0,152.0,2,1,1,Lost / Inactive,0.9209,High Risk
14589,2010-12-03 11:42:00,2010-12-03 11:42:00,3,1,5,1.6666666666666667,39.75,13.25,3,0.0,1,1,372,1.0,186.0,2,1,1,Lost / Inactive,0.9199,High Risk
15455,2010-04-21 12:43:00,2010-04-21 12:43:00,2,1,3,1.5,38.25,19.125,2,0.0,1,1,598,1.0,299.0,1,1,1,Lost / Inactive,0.9195,High Risk
17956,2011-04-04 13:47:00,2011-04-04 13:47:00,1,1,1,1.0,12.75,12.75,1,0.0,1,1,249,1.0,124.5,2,2,1,Lost / Inactive,0.9186,High Risk
14977,2009-12-14 10:37:00,2009-12-14 10:37:00,4,1,17,4.25,31.93,7.9825,4,0.0,1,1,726,1.0,363.0,1,1,1,Lost / Inactive,0.9185,High Risk
16664,2010-05-19 17:11:00,2010-05-19 17:11:00,8,1,24,3.0,109.2,13.65,8,0.0,1,1,569,1.0,284.5,1,2,1,Lost / Inactive,0.9183,High Risk
15040,2010-06-16 11:40:00,2010-06-16 11:40:00,1,1,1,1.0,7.49,7.49,1,0.0,1,1,542,1.0,271.0,1,1,1,Lost / Inactive,0.9182,High Risk
15871,2010-09-28 14:16:00,2010-09-28 14:16:00,5,1,5,1.0,33.099999999999994,6.619999999999999,5,0.0,1,1,437,1.0,218.5,1,1,1,Lost / Inactive,0.9181,High Risk
14185,2011-01-12 13:52:00,2011-01-12 13:52:00,3,1,6,2.0,197.65,65.88333333333334,3,0.0,1,1,331,1.0,165.5,2,1,1,Lost / Inactive,0.918,High Risk
13071,2010-04-06 13:37:00,2010-04-06 13:37:00,12,1,30,2.5,129.22,10.768333333333333,12,0.0,1,1,612,1.0,306.0,1,1,1,Lost / Inactive,0.9177,High Risk
16944,2010-04-09 11:03:00,2010-04-09 11:03:00,7,1,27,3.857142857142857,101.36,14.48,7,0.0,1,1,610,1.0,305.0,1,2,1,Lost / Inactive,0.9175,High Risk
14373,2010-12-16 15:40:00,2010-12-16 15:40:00,4,1,17,4.25,76.55,19.1375,4,0.0,1,1,358,1.0,179.0,2,1,1,Lost / Inactive,0.9174,High Risk
13163,2010-04-08 16:21:00,2010-04-08 16:21:00,2,1,3,1.5,17.65,8.825,2,0.0,1,1,610,1.0,305.0,1,1,1,Lost / Inactive,0.9171,High Risk
12929,2011-02-01 12:08:00,2011-02-01 12:08:00,8,1,37,4.625,117.85,14.73125,8,0.0,1,1,312,1.0,156.0,2,1,1,Lost / Inactive,0.917,High Risk
12692,2010-03-12 14:02:00,2010-03-12 14:02:00,13,1,36,2.769230769230769,110.95,8.534615384615385,13,0.0,1,1,637,1.0,318.5,1,1,1,Lost / Inactive,0.9167,High Risk
14717,2009-12-06 13:05:00,2009-12-06 13:05:00,11,1,32,2.909090909090909,81.3,7.390909090909091,11,1.0,1,1,733,1.0,366.5,1,1,1,Lost / Inactive,0.9158,High Risk
15833,2009-12-02 11:59:00,2009-12-02 11:59:00,5,1,24,4.8,80.4,16.080000000000002,5,0.0,1,1,738,1.0,369.0,1,1,1,Lost / Inactive,0.915,High Risk
14795,2011-06-26 13:04:00,2011-06-26 13:04:00,6,1,17,2.833333333333333,131.45000000000002,21.90833333333333,6,1.0,1,1,166,1.0,83.0,3,1,1,Needs Attention,0.9149,High Risk
15635,2010-11-09 08:58:00,2010-11-09 08:58:00,2,1,5,2.5,100.35,50.175,2,0.0,1,1,396,1.0,198.0,2,1,1,Lost / Inactive,0.9146,High Risk
17599,2010-08-19 12:50:00,2010-08-19 12:50:00,3,1,11,3.6666666666666665,52.05,17.349999999999998,3,0.0,1,1,478,1.0,239.0,1,2,1,Lost / Inactive,0.9135,High Risk
16277,2009-12-06 11:27:00,2009-12-06 11:27:00,23,1,33,1.434782608695652,188.69,8.203913043478261,23,1.0,1,1,734,1.0,367.0,1,1,1,Lost / Inactive,0.9133,High Risk
17056,2009-12-01 12:55:00,2009-12-01 12:55:00,8,1,26,3.25,128.60000000000002,16.075000000000003,8,0.0,1,1,738,1.0,369.0,1,2,1,Lost / Inactive,0.9131,High Risk
16530,2010-02-09 15:30:00,2010-02-09 15:30:00,3,1,17,5.666666666666667,48.35,16.116666666666667,3,0.0,1,1,668,1.0,334.0,1,1,1,Lost / Inactive,0.9127,High Risk
16288,2010-08-26 14:45:00,2010-08-26 14:45:00,7,1,19,2.7142857142857144,129.85,18.55,7,0.0,1,1,470,1.0,235.0,1,1,1,Lost / Inactive,0.9126,High Risk
15479,2009-12-06 15:08:00,2009-12-06 15:08:00,9,1,38,4.222222222222222,147.4,16.37777777777778,9,1.0,1,1,733,1.0,366.5,1,1,1,Lost / Inactive,0.9126,High Risk
17149,2010-09-14 14:56:00,2010-09-14 14:56:00,6,1,18,3.0,143.10000000000002,23.850000000000005,6,0.0,1,1,451,1.0,225.5,1,2,1,Lost / Inactive,0.9116,High Risk
14650,2010-04-29 20:27:00,2010-04-29 20:27:00,4,1,22,5.5,62.5,15.625,4,0.0,1,1,589,1.0,294.5,1,1,1,Lost / Inactive,0.9115,High Risk
17216,2010-06-03 13:03:00,2010-06-03 13:03:00,13,1,21,1.6153846153846154,63.6,4.892307692307693,13,0.0,1,1,554,1.0,277.0,1,2,1,Lost / Inactive,0.9114,High Risk
12606,2010-01-26 16:23:00,2010-01-26 16:23:00,1,1,1,1.0,21.0,21.0,1,0.0,1,1,682,1.0,341.0,1,1,1,Lost / Inactive,0.9113,High Risk
16055,2011-05-03 09:26:00,2011-05-03 09:26:00,8,1,22,2.75,134.8,16.85,8,0.0,1,1,221,1.0,110.5,2,1,1,Lost / Inactive,0.9108,High Risk
16821,2010-11-23 10:04:00,2010-11-23 10:04:00,7,1,13,1.8571428571428568,113.35,16.192857142857143,7,0.0,1,1,382,1.0,191.0,2,2,1,Lost / Inactive,0.9103,High Risk
17592,2009-12-01 10:49:00,2009-12-01 10:49:00,13,1,38,2.923076923076923,148.3,11.407692307692308,13,0.0,1,1,739,1.0,369.5,1,2,1,Lost / Inactive,0.91,High Risk
17401,2010-06-16 16:54:00,2010-06-16 16:54:00,12,1,34,2.833333333333333,114.85,9.570833333333333,11,0.0,1,1,541,1.0,270.5,1,2,1,Lost / Inactive,0.9098,High Risk
12894,2010-05-13 14:47:00,2010-05-13 14:47:00,21,1,33,1.5714285714285714,157.35,7.492857142857143,21,0.0,1,1,575,1.0,287.5,1,1,1,Lost / Inactive,0.9097,High Risk
16849,2011-06-06 09:16:00,2011-06-06 09:16:00,8,1,33,4.125,124.57,15.57125,8,0.0,1,1,187,1.0,93.5,3,2,1,Needs Attention,0.9095,High Risk
13609,2010-04-25 13:26:00,2010-04-25 13:26:00,7,1,19,2.7142857142857144,167.35,23.90714285714285,7,1.0,1,1,593,1.0,296.5,1,1,1,Lost / Inactive,0.9084,High Risk
16082,2010-02-07 15:16:00,2010-02-07 15:16:00,16,1,39,2.4375,106.75,6.671875,16,1.0,1,1,670,1.0,335.0,1,1,1,Lost / Inactive,0.9083,High Risk
14816,2011-05-26 13:16:00,2011-05-26 13:16:00,4,1,5,1.25,271.85,67.9625,4,0.0,1,1,197,1.0,98.5,2,1,1,Lost / Inactive,0.9081,High Risk
17129,2010-07-07 13:46:00,2010-07-07 13:46:00,2,1,5,2.5,31.85,15.925,2,0.0,1,1,520,1.0,260.0,1,2,1,Lost / Inactive,0.9079,High Risk
17906,2011-04-06 17:25:00,2011-04-06 17:25:00,12,1,26,2.1666666666666665,72.9,6.075,12,0.0,1,1,247,1.0,123.5,2,2,1,Lost / Inactive,0.907,High Risk
17939,2011-07-03 12:27:00,2011-07-03 12:27:00,12,1,40,3.333333333333333,99.14,8.261666666666667,12,1.0,1,1,160,1.0,80.0,3,2,1,Needs Attention,0.9068,High Risk
17102,2011-03-23 10:08:00,2011-03-23 10:08:00,1,1,2,2.0,25.5,25.5,1,0.0,1,1,262,1.0,131.0,2,2,1,Lost / Inactive,0.9065,High Risk
18120,2011-05-09 13:45:00,2011-05-09 13:45:00,17,1,31,1.8235294117647056,111.15,6.538235294117648,17,0.0,1,1,214,1.0,107.0,2,2,1,Lost / Inactive,0.9062,High Risk
13219,2010-03-31 14:18:00,2010-03-31 14:18:00,11,1,11,1.0,76.23,6.930000000000001,11,0.0,1,1,618,1.0,309.0,1,1,1,Lost / Inactive,0.9059,High Risk
17909,2009-12-02 13:10:00,2009-12-02 13:10:00,8,1,35,4.375,110.05,13.75625,8,0.0,1,1,737,1.0,368.5,1,2,1,Lost / Inactive,0.9054,High Risk
14542,2011-06-07 08:19:00,2011-06-07 08:19:00,5,1,19,3.8,103.25,20.65,5,0.0,1,1,186,1.0,93.0,3,1,1,Needs Attention,0.9053,High Risk
13586,2010-06-16 13:47:00,2010-06-16 13:47:00,20,1,38,1.9,127.28,6.364,20,0.0,1,1,541,1.0,270.5,1,1,1,Lost / Inactive,0.9053,High Risk
17887,2011-08-02 17:29:00,2011-08-02 17:29:00,10,1,30,3.0,111.35,11.135,10,0.0,1,1,129,1.0,64.5,3,2,1,Needs Attention,0.9048,High Risk
18103,2010-06-08 13:36:00,2010-06-08 13:36:00,10,1,23,2.3,105.8,10.58,10,0.0,1,1,549,1.0,274.5,1,2,1,Lost / Inactive,0.9046,High Risk
17260,2010-10-24 13:21:00,2010-10-24 13:21:00,6,1,23,3.8333333333333335,120.95,20.15833333333333,6,1.0,1,1,411,1.0,205.5,1,2,1,Lost / Inactive,0.9045,High Risk
16486,2010-06-20 12:16:00,2010-06-20 12:16:00,7,1,24,3.4285714285714284,134.36,19.19428571428572,7,1.0,1,1,538,1.0,269.0,1,1,1,Lost / Inactive,0.9043,High Risk
16429,2011-08-25 13:54:00,2011-08-25 13:54:00,2,1,9,4.5,284.55,142.275,2,0.0,1,1,106,1.0,53.0,3,1,1,Needs Attention,0.9042,High Risk
17881,2011-02-08 17:16:00,2011-02-08 17:16:00,8,1,32,4.0,133.35,16.66875,8,0.0,1,1,304,1.0,152.0,2,2,1,Lost / Inactive,0.9039,High Risk
16896,2010-06-02 15:40:00,2010-06-02 15:40:00,18,1,18,1.0,103.95,5.775,18,0.0,1,1,555,1.0,277.5,1,2,1,Lost / Inactive,0.9038,High Risk
17352,2010-01-12 16:13:00,2010-01-12 16:13:00,5,1,15,3.0,36.25,7.25,5,0.0,1,1,696,1.0,348.0,1,2,1,Lost / Inactive,0.9037,High Risk
13076,2010-09-08 10:27:00,2010-09-08 10:27:00,9,1,44,4.888888888888889,135.4,15.044444444444444,9,0.0,1,1,458,1.0,229.0,1,1,1,Lost / Inactive,0.9036,High Risk
16035,2010-05-28 15:09:00,2010-05-28 15:09:00,21,1,33,1.5714285714285714,217.73,10.368095238095238,21,0.0,1,1,560,1.0,280.0,1,1,1,Lost / Inactive,0.9036,High Risk
14143,2011-07-29 09:48:00,2011-07-29 09:48:00,7,1,30,4.285714285714286,115.8,16.54285714285714,7,0.0,1,1,134,1.0,67.0,3,1,1,Needs Attention,0.9034,High Risk
14787,2010-08-25 14:38:00,2010-08-25 14:38:00,15,1,59,3.933333333333333,110.65,7.376666666666666,14,0.0,1,1,471,1.0,235.5,1,1,1,Lost / Inactive,0.9023,High Risk
16349,2011-02-22 12:40:00,2011-02-22 12:40:00,9,1,9,1.0,53.5,5.944444444444445,9,0.0,1,1,291,1.0,145.5,2,1,1,Lost / Inactive,0.9019,High Risk
14588,2010-05-10 15:08:00,2010-05-10 15:08:00,16,1,62,3.875,135.39,8.461875,16,0.0,1,1,578,1.0,289.0,1,1,1,Lost / Inactive,0.9017,High Risk
15307,2011-09-05 11:38:00,2011-09-05 11:38:00,12,1,37,3.083333333333333,205.3,17.108333333333334,12,0.0,1,1,96,1.0,48.0,3,1,1,Needs Attention,0.9016,High Risk
16901,2009-12-10 16:30:00,2009-12-10 16:30:00,23,1,42,1.826086956521739,204.26,8.880869565217392,23,0.0,1,1,729,1.0,364.5,1,2,1,Lost / Inactive,0.9014,High Risk
12860,2010-01-15 15:22:00,2010-01-15 15:22:00,16,1,26,1.625,54.22,3.38875,16,0.0,1,1,693,1.0,346.5,1,1,1,Lost / Inactive,0.9014,High Risk
16548,2010-04-19 16:15:00,2010-04-19 16:15:00,6,1,6,1.0,30.15,5.025,6,0.0,1,1,599,1.0,299.5,1,1,1,Lost / Inactive,0.9013,High Risk
17543,2010-06-08 12:41:00,2010-06-08 12:41:00,13,1,62,4.769230769230769,120.05,9.234615384615385,13,0.0,1,1,550,1.0,275.0,1,2,1,Lost / Inactive,0.9012,High Risk
17108,2010-02-14 12:22:00,2010-02-14 12:22:00,9,1,31,3.4444444444444446,174.95,19.438888888888886,9,1.0,1,1,664,1.0,332.0,1,2,1,Lost / Inactive,0.901,High Risk
15578,2011-06-30 13:03:00,2011-06-30 13:03:00,13,1,52,4.0,127.1,9.776923076923076,13,0.0,1,1,162,1.0,81.0,3,1,1,Needs Attention,0.9009,High Risk
16417,2010-08-04 09:08:00,2010-08-04 09:08:00,1,1,6,6.0,35.7,35.7,1,0.0,1,1,493,1.0,246.5,1,1,1,Lost / Inactive,0.9007,High Risk
14536,2011-03-25 12:21:00,2011-03-25 12:21:00,18,1,39,2.1666666666666665,170.95,9.497222222222222,18,0.0,1,1,260,1.0,130.0,2,1,1,Lost / Inactive,0.9005,High Risk
16397,2010-03-21 15:36:00,2010-03-21 15:36:00,9,1,43,4.777777777777778,123.13,13.681111111111113,9,1.0,1,1,628,1.0,314.0,1,1,1,Lost / Inactive,0.9005,High Risk
16251,2010-07-15 14:55:00,2010-07-15 14:55:00,20,1,44,2.2,128.31,6.4155,20,0.0,1,1,512,1.0,256.0,1,1,1,Lost / Inactive,0.9002,High Risk
18012,2009-12-16 13:16:00,2009-12-16 13:16:00,13,1,63,4.846153846153846,115.3,8.86923076923077,13,0.0,1,1,723,1.0,361.5,1,2,1,Lost / Inactive,0.9002,High Risk
16074,2010-11-14 13:19:00,2010-11-14 13:19:00,25,1,38,1.52,252.5,10.1,23,1.0,1,1,390,1.0,195.0,2,1,1,Lost / Inactive,0.8998,High Risk
12881,2011-03-09 11:44:00,2011-03-09 11:44:00,7,1,21,3.0,298.0,42.57142857142857,7,0.0,1,1,276,1.0,138.0,2,1,2,Lost / Inactive,0.8992,High Risk
14668,2010-09-20 15:03:00,2010-09-20 15:03:00,12,1,49,4.083333333333333,111.63,9.3025,10,0.0,1,1,445,1.0,222.5,1,1,1,Lost / Inactive,0.8987,High Risk
18068,2011-02-23 14:50:00,2011-02-23 14:50:00,1,1,6,6.0,101.7,101.7,1,0.0,1,1,289,1.0,144.5,2,2,1,Lost / Inactive,0.8984,High Risk
15927,2010-03-02 13:25:00,2010-03-02 13:25:00,15,1,66,4.4,106.54,7.102666666666666,13,0.0,1,1,647,1.0,323.5,1,1,1,Lost / Inactive,0.8982,High Risk
16483,2011-05-31 13:08:00,2011-05-31 13:08:00,19,1,44,2.3157894736842106,139.35,7.334210526315789,19,0.0,1,1,192,1.0,96.0,2,1,1,Lost / Inactive,0.8969,High Risk
16559,2010-11-07 13:52:00,2010-11-07 13:52:00,17,1,61,3.588235294117647,175.0,10.294117647058824,17,1.0,1,1,397,1.0,198.5,2,1,1,Lost / Inactive,0.8968,High Risk
17234,2011-06-10 11:20:00,2011-06-10 11:20:00,14,1,55,3.928571428571429,149.89,10.706428571428573,14,0.0,1,1,183,1.0,91.5,3,2,1,Needs Attention,0.8964,High Risk
13839,2010-08-10 13:52:00,2010-08-10 13:52:00,7,1,25,3.571428571428572,139.95000000000002,19.992857142857144,7,0.0,1,1,486,1.0,243.0,1,1,1,Lost / Inactive,0.8959,High Risk
13053,2010-03-28 11:28:00,2010-03-28 11:28:00,17,1,47,2.764705882352941,127.65,7.508823529411765,17,1.0,1,1,622,1.0,311.0,1,1,1,Lost / Inactive,0.8959,High Risk
17933,2010-03-17 15:11:00,2010-03-17 15:11:00,14,1,63,4.5,114.69,8.192142857142857,12,0.0,1,1,632,1.0,316.0,1,2,1,Lost / Inactive,0.8956,High Risk
14328,2010-09-27 16:01:00,2010-09-27 16:01:00,1,1,1,1.0,445.05,445.05,1,0.0,1,1,438,1.0,219.0,1,1,2,Lost / Inactive,0.8955,High Risk
17128,2011-01-09 12:02:00,2011-01-09 12:02:00,14,1,76,5.428571428571429,157.09,11.220714285714283,14,1.0,1,1,335,1.0,167.5,2,2,1,Lost / Inactive,0.8955,High Risk
15802,2011-07-20 11:38:00,2011-07-20 11:38:00,1,1,1,1.0,451.42,451.42,1,0.0,1,1,143,1.0,71.5,3,1,2,Needs Attention,0.8955,High Risk
16697,2011-04-12 17:12:00,2011-04-12 17:12:00,21,1,27,1.2857142857142858,112.75,5.369047619047619,20,0.0,1,1,241,1.0,120.5,2,2,1,Lost / Inactive,0.8955,High Risk
18129,2011-04-10 14:16:00,2011-04-10 14:16:00,14,1,48,3.4285714285714284,112.55,8.039285714285715,13,1.0,1,1,243,1.0,121.5,2,2,1,Lost / Inactive,0.8949,High Risk
15007,2011-07-03 16:00:00,2011-07-03 16:00:00,12,1,69,5.75,156.91,13.075833333333334,12,1.0,1,1,159,1.0,79.5,3,1,1,Needs Attention,0.8941,High Risk
13125,2010-07-04 11:58:00,2010-07-04 11:58:00,20,1,53,2.65,148.62,7.431,20,1.0,1,1,524,1.0,262.0,1,1,1,Lost / Inactive,0.8938,High Risk
13490,2010-02-23 14:48:00,2010-02-23 14:48:00,8,1,25,3.125,154.25,19.28125,8,0.0,1,1,654,1.0,327.0,1,1,1,Lost / Inactive,0.8937,High Risk
17390,2010-10-15 11:29:00,2010-10-15 11:29:00,12,1,49,4.083333333333333,149.3,12.441666666666668,12,0.0,1,1,421,1.0,210.5,1,2,1,Lost / Inactive,0.8936,High Risk
13830,2010-05-07 12:24:00,2010-05-07 12:24:00,11,1,47,4.2727272727272725,156.85,14.259090909090908,11,0.0,1,1,582,1.0,291.0,1,1,1,Lost / Inactive,0.8934,High Risk
14726,2010-02-23 12:35:00,2010-02-23 12:35:00,15,1,82,5.466666666666667,116.5,7.766666666666667,15,0.0,1,1,655,1.0,327.5,1,1,1,Lost / Inactive,0.8929,High Risk
15292,2011-05-22 15:00:00,2011-05-22 15:00:00,24,1,55,2.2916666666666665,178.39,7.432916666666666,24,1.0,1,1,201,1.0,100.5,2,1,1,Lost / Inactive,0.8927,High Risk
18046,2010-02-28 11:36:00,2010-02-28 11:36:00,26,1,44,1.6923076923076923,189.63,7.293461538461538,26,1.0,1,1,650,1.0,325.0,1,2,1,Lost / Inactive,0.8924,High Risk
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,21,1,94,4.476190476190476,141.41,6.733809523809524,21,0.0,1,1,266,1.0,133.0,2,1,1,Lost / Inactive,0.8923,High Risk
16724,2010-10-31 11:40:00,2010-10-31 11:40:00,17,1,69,4.0588235294117645,147.35,8.66764705882353,17,1.0,1,1,405,1.0,202.5,2,2,1,Lost / Inactive,0.8922,High Risk
13303,2010-11-04 14:55:00,2010-11-04 14:55:00,4,1,26,6.5,61.72,15.43,4,0.0,1,1,400,1.0,200.0,2,1,1,Lost / Inactive,0.8919,High Risk
13244,2011-09-08 11:46:00,2011-09-08 11:46:00,27,1,38,1.4074074074074074,121.74,4.508888888888889,27,0.0,1,1,93,1.0,46.5,3,1,1,Needs Attention,0.8916,High Risk
17318,2009-12-14 13:11:00,2009-12-14 13:11:00,17,1,59,3.4705882352941178,157.32999999999998,9.25470588235294,17,0.0,1,1,725,1.0,362.5,1,2,1,Lost / Inactive,0.8909,High Risk
15537,2011-06-29 13:10:00,2011-06-29 13:10:00,24,1,29,1.2083333333333333,110.92,4.621666666666667,24,0.0,1,1,163,1.0,81.5,3,1,1,Needs Attention,0.8908,High Risk
14689,2011-05-15 11:22:00,2011-05-15 11:22:00,13,1,76,5.846153846153846,112.8,8.676923076923076,13,1.0,1,1,209,1.0,104.5,2,1,1,Lost / Inactive,0.8902,High Risk
15474,2010-04-23 11:14:00,2010-04-23 11:14:00,19,1,55,2.894736842105264,150.35,7.913157894736842,19,0.0,1,1,596,1.0,298.0,1,1,1,Lost / Inactive,0.8902,High Risk
14728,2010-10-22 15:57:00,2010-10-22 15:57:00,14,1,68,4.857142857142857,190.58,13.61285714285714,14,0.0,1,1,413,1.0,206.5,1,1,1,Lost / Inactive,0.8902,High Risk
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,3,1,10,3.333333333333333,59.5,19.83333333333333,3,1.0,1,1,187,1.0,93.5,3,1,1,Needs Attention,0.8901,High Risk
