CustomerID,first_purchase,last_purchase,total_items_bought,total_orders,total_quantity,avg_quantity_per_line,total_spend,avg_order_value,unique_products_bought,weekend_purchase_ratio,is_churned,days_as_customer,recency_days,purchase_frequency_days,recency_frequency_ratio,R_Score,F_Score,M_Score,RFM_Segment,churn_risk_probability,churn_risk_category
12358,2009-12-08 07:59:00,2011-12-08 10:26:00,77,5,1079,14.012987012987011,3887.07,50.48142857142857,56,0.0,0,731,2,146.2,0.33,5,4,5,Champions,0.0449,Low Risk
12359,2009-12-05 13:32:00,2011-10-13 12:47:00,362,10,2739,7.566298342541437,8873.39,24.5121270718232,305,0.1740331491712707,0,677,58,67.7,5.27,4,5,5,Champions,0.0146,Low Risk
12360,2010-02-22 09:32:00,2011-10-18 15:22:00,217,8,2459,11.33179723502304,4252.89,19.59857142857143,160,0.0,0,604,52,75.5,5.78,4,4,5,Champions,0.0383,Low Risk
12361,2010-01-26 14:37:00,2011-02-25 13:51:00,29,4,235,8.10344827586207,511.25,17.629310344827587,18,0.2068965517241379,1,395,287,98.8,57.4,2,3,2,At Risk,0.5282,Medium Risk
12362,2009-12-01 10:10:00,2011-12-06 15:40:00,267,11,2230,8.352059925093632,5356.23,20.06078651685393,201,0.0,0,736,3,66.9,0.25,5,5,5,Champions,0.0103,Low Risk
12363,2011-04-11 13:29:00,2011-08-22 10:18:00,23,2,408,17.73913043478261,552.0,24.0,23,0.0,1,133,110,66.5,36.67,3,2,2,Needs Attention,0.7013,High Risk
12364,2011-08-19 15:24:00,2011-12-02 10:22:00,85,4,1506,17.71764705882353,1313.1,15.448235294117646,70,0.2588235294117647,0,105,8,26.2,1.6,5,3,4,Loyal Customers,0.4285,Medium Risk
12365,2011-02-21 13:51:00,2011-02-21 14:04:00,22,2,174,7.909090909090909,641.38,29.15363636363636,22,0.0,1,1,291,0.5,97.0,2,2,3,Lost / Inactive,0.7526,High Risk
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,3,1,296,98.66666666666669,500.24,166.74666666666667,3,0.0,1,1,634,1.0,317.0,1,1,2,Lost / Inactive,0.7697,High Risk
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,11,1,173,15.727272727272728,168.9,15.354545454545455,11,0.0,0,1,4,1.0,2.0,5,1,1,Promising / New,0.6667,Medium Risk
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,18,1,330,18.33333333333333,917.7,50.98333333333333,18,1.0,1,1,628,1.0,314.0,1,1,3,Lost / Inactive,0.733,High Risk
12369,2010-03-08 08:09:00,2010-10-22 13:13:00,93,3,1241,13.344086021505376,1791.15,19.25967741935484,90,0.0,1,229,413,76.3,103.25,1,3,4,At Risk,0.5403,Medium Risk
12370,2010-02-09 09:41:00,2011-10-19 14:51:00,201,7,2604,12.955223880597014,4316.56,21.475422885572137,168,0.0,0,618,51,88.3,6.38,4,4,5,Champions,0.0535,Low Risk
12371,2010-03-04 18:23:00,2011-10-26 10:16:00,167,5,1436,8.598802395209582,4067.38,24.35556886227545,134,0.0,0,601,45,120.2,7.5,4,4,5,Champions,0.0859,Low Risk
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,52,3,794,15.26923076923077,1298.04,24.962307692307693,34,0.0,0,225,72,75.0,18.0,3,3,4,Loyal Customers,0.613,Medium Risk
12373,2010-02-04 12:08:00,2011-02-01 13:10:00,51,3,516,10.117647058823527,1127.65,22.11078431372549,36,0.0,1,363,311,121.0,77.75,2,3,3,At Risk,0.5801,Medium Risk
12374,2010-04-30 14:01:00,2011-11-14 15:37:00,83,4,1362,16.40963855421687,2989.22,36.01469879518072,79,0.0,0,564,25,141.0,5.0,4,3,5,Loyal Customers,0.2187,Low Risk
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,17,2,178,10.470588235294118,457.5,26.91176470588235,14,0.0,0,88,11,44.0,3.67,5,2,2,Promising / New,0.75,High Risk
12376,2010-10-18 08:42:00,2010-11-15 12:15:00,13,2,240,18.46153846153846,503.15,38.70384615384615,11,0.0,1,29,390,14.5,130.0,2,2,2,Lost / Inactive,0.679,Medium Risk
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,152,4,2105,13.848684210526317,3426.32,22.54157894736842,129,0.0,1,275,315,68.8,63.0,2,3,5,At Risk,0.5217,Medium Risk
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,301,2,3316,11.016611295681065,5416.32,17.994418604651162,281,0.0,1,433,130,216.5,43.33,3,2,5,Needs Attention,0.5765,Medium Risk
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,81,4,815,10.061728395061728,1620.22,20.00271604938272,58,0.0,0,453,82,113.2,16.4,3,3,4,Loyal Customers,0.5642,Medium Risk
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,277,11,3355,12.111913357400722,9676.3,34.93249097472924,156,0.0,0,641,22,58.3,1.83,4,5,5,Champions,0.0364,Low Risk
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,87,5,808,9.28735632183908,1845.31,21.21045977011494,70,0.1839080459770115,0,116,5,23.2,0.83,5,4,4,Champions,0.4382,Medium Risk
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,99,5,1532,15.474747474747474,1850.56,18.69252525252525,84,0.0,1,168,185,33.6,30.83,3,4,4,Loyal Customers,0.4517,Medium Risk
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,27,2,126,4.666666666666667,585.27,21.676666666666662,26,0.0,0,93,29,46.5,9.67,4,2,2,Promising / New,0.7351,High Risk
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,65,1,612,9.415384615384616,1938.4,29.821538461538463,65,0.0,1,1,379,1.0,189.5,2,1,4,Lost / Inactive,0.7281,High Risk
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,10,2,354,35.4,401.9,40.19,10,0.0,1,30,338,15.0,112.67,2,2,2,Lost / Inactive,0.6277,Medium Risk
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,9,1,134,14.88888888888889,143.94,15.993333333333332,9,0.0,1,1,415,1.0,207.5,1,1,1,Lost / Inactive,0.7153,High Risk
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,146,8,2001,13.705479452054794,3901.11,26.71993150684932,83,0.1506849315068493,0,567,16,70.9,1.78,5,4,5,Champions,0.2578,Low Risk
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,49,3,614,12.53061224489796,1433.33,29.251632653061225,41,0.0,1,254,403,84.7,100.75,2,3,4,At Risk,0.6644,Medium Risk
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,32,1,353,11.03125,549.84,17.1825,32,0.0,0,1,80,1.0,40.0,3,1,2,Needs Attention,0.6682,Medium Risk
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,267,6,1204,4.50936329588015,2724.84,10.205393258426966,241,0.0,0,642,22,107.0,3.14,4,4,4,Champions,0.0512,Low Risk
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,7,1,73,10.428571428571429,234.75,33.535714285714285,7,0.0,1,1,591,1.0,295.5,1,1,1,Lost / Inactive,0.7473,High Risk
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,107,6,1311,12.25233644859813,2399.45,22.424766355140186,63,0.0,0,357,72,59.5,10.29,3,4,4,Loyal Customers,0.404,Medium Risk
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,27,2,819,30.33333333333333,1272.48,47.12888888888889,26,0.0,0,154,64,77.0,21.33,3,2,4,Needs Attention,0.6421,Medium Risk
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,242,15,3205,13.243801652892564,4721.17,19.50896694214876,145,0.0619834710743801,0,584,19,38.9,1.19,5,5,5,Champions,0.0764,Low Risk
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,65,1,591,9.092307692307692,931.43,14.329692307692309,65,0.0,1,1,674,1.0,337.0,1,1,3,Lost / Inactive,0.6628,Medium Risk
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,126,2,1263,10.023809523809524,2409.9,19.12619047619048,110,0.0,0,100,36,50.0,12.0,4,2,4,Promising / New,0.4522,Medium Risk
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,85,1,1394,16.4,1635.66,19.24305882352941,85,0.0,0,1,46,1.0,23.0,4,1,4,Promising / New,0.5404,Medium Risk
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,110,7,2198,19.98181818181818,1962.3,17.83909090909091,67,0.0,1,526,119,75.1,14.88,3,4,4,Loyal Customers,0.4798,Medium Risk
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,11,1,91,8.272727272727273,205.25,18.65909090909091,11,0.0,1,1,414,1.0,207.0,1,1,1,Lost / Inactive,0.7713,High Risk
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,5,1,11,2.2,84.3,16.86,5,0.0,1,1,303,1.0,151.5,2,1,1,Lost / Inactive,0.9247,High Risk
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,70,6,584,8.342857142857143,1256.9,17.955714285714286,43,0.4,1,348,323,58.0,46.14,2,4,4,At Risk,0.6102,Medium Risk
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,9,2,260,28.88888888888889,1019.36,113.26222222222222,5,0.0,0,472,50,236.0,16.67,4,2,3,Promising / New,0.4583,Medium Risk
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,1,1,1.0,63.24,63.24,1,0.0,1,1,682,1.0,341.0,1,1,1,Lost / Inactive,0.9557,High Risk
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,54,1,857,15.87037037037037,1710.39,31.67388888888889,54,0.0,1,1,149,1.0,74.5,3,1,4,Needs Attention,0.7002,High Risk
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,166,5,3416,20.57831325301205,6390.36,38.49614457831325,114,0.0,0,676,22,135.2,3.67,4,4,5,Champions,0.064,Low Risk
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,77,5,1416,18.38961038961039,1708.12,22.18337662337662,57,0.1948051948051948,0,215,50,43.0,8.33,4,4,4,Champions,0.4747,Medium Risk
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,159,8,2229,14.0188679245283,4340.77,27.30044025157233,104,0.0,0,466,33,58.2,3.67,4,4,5,Champions,0.3232,Low Risk
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,264,7,13143,49.78409090909091,23419.29,88.70943181818183,177,0.3295454545454545,0,487,79,69.6,9.88,3,4,5,Loyal Customers,0.3216,Low Risk
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,40,3,341,8.525,1013.71,25.34275,36,0.35,1,194,309,64.7,77.25,2,3,3,At Risk,0.7003,High Risk
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,22,1,138,6.2727272727272725,346.9,15.768181818181818,22,0.0,1,1,410,1.0,205.0,2,1,2,Lost / Inactive,0.7684,High Risk
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,127,6,1997,15.724409448818898,2596.93,20.448267716535437,82,0.0,0,465,75,77.5,10.71,3,4,4,Loyal Customers,0.4201,Medium Risk
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,51,4,319,6.254901960784314,999.45,19.59705882352941,41,0.0784313725490196,0,336,67,84.0,13.4,3,3,3,Loyal Customers,0.65,Medium Risk
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,28,6,495,17.678571428571427,952.41,34.01464285714285,21,0.0,1,247,217,41.2,31.0,2,4,3,At Risk,0.6672,Medium Risk
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,926,28,91447,98.7548596112311,144458.37,156.00255939524837,498,0.0,0,504,24,18.0,0.83,4,5,5,Champions,0.2439,Low Risk
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,11,1,132,12.0,202.56,18.41454545454545,11,1.0,1,1,657,1.0,328.5,1,1,1,Lost / Inactive,0.7499,High Risk
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,369,20,2884,7.815718157181572,6797.41,18.42116531165312,270,0.1111111111111111,0,731,3,36.6,0.14,5,5,5,Champions,0.0119,Low Risk
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,102,4,1088,10.666666666666666,2021.2,19.815686274509805,90,0.0,1,518,113,129.5,22.6,3,3,4,Loyal Customers,0.4261,Medium Risk
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,25,2,231,9.24,503.01,20.1204,23,0.0,1,28,386,14.0,128.67,2,2,2,Lost / Inactive,0.6614,Medium Risk
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,29,1,345,11.89655172413793,600.39,20.70310344827586,29,0.0,0,1,64,1.0,32.0,3,1,2,Needs Attention,0.6713,Medium Risk
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,65,6,652,10.03076923076923,1098.6,16.90153846153846,44,0.2153846153846154,0,490,16,81.7,2.29,5,4,3,Champions,0.5212,Medium Risk
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,172,17,2596,15.093023255813954,5231.8,30.41744186046512,137,0.1220930232558139,1,626,96,36.8,5.33,3,5,5,Loyal Customers,0.2819,Low Risk
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,165,10,1793,10.866666666666667,2622.39,15.893272727272729,128,0.0,0,466,1,46.6,0.09,5,5,4,Champions,0.2577,Low Risk
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,92,4,2025,22.01086956521739,3340.03,36.30467391304347,78,0.0,1,386,163,96.5,32.6,3,3,5,Loyal Customers,0.5018,Medium Risk
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,91,2,1147,12.604395604395604,1741.41,19.136373626373626,87,0.0,0,371,78,185.5,26.0,3,2,4,Needs Attention,0.3144,Low Risk
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,77,2,584,7.584415584415584,1345.21,17.470259740259742,73,0.3896103896103896,1,469,195,234.5,65.0,2,2,4,Lost / Inactive,0.5438,Medium Risk
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,31,3,533,17.193548387096776,825.8000000000001,26.63870967741936,26,0.0,0,350,22,116.7,5.5,4,3,3,Loyal Customers,0.5021,Medium Risk
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,294,9,3536,12.02721088435374,7956.46,27.062789115646257,258,0.0340136054421768,0,258,26,28.7,2.6,4,5,5,Champions,0.1893,Low Risk
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,153,8,2890,18.88888888888889,6204.41,40.55169934640523,124,0.0,0,538,9,67.2,1.0,5,4,5,Champions,0.2564,Low Risk
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,11,1,117,10.636363636363637,256.4,23.30909090909091,11,0.0,0,1,43,1.0,21.5,4,1,1,Promising / New,0.7125,High Risk
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,390,27,4600,11.794871794871796,10432.22,26.749282051282048,244,0.0769230769230769,0,659,36,24.4,1.29,4,5,5,Champions,0.0119,Low Risk
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,108,5,1801,16.675925925925927,5059.32,46.84555555555556,107,0.0,0,130,43,26.0,7.17,4,4,5,Champions,0.4195,Medium Risk
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,559,10,13534,24.211091234347048,16794.14,30.04318425760286,285,0.0,0,477,1,47.7,0.09,5,5,5,Champions,0.2131,Low Risk
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,70,3,532,7.6,1103.43,15.763285714285717,62,0.0,0,297,85,99.0,21.25,3,3,3,Loyal Customers,0.6478,Medium Risk
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,112,6,4958,44.267857142857146,13925.93,124.33866071428572,88,0.0,0,658,80,109.7,11.43,3,4,5,Loyal Customers,0.1051,Low Risk
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,16,1,211,13.1875,509.01,31.813125,16,0.0,1,1,100,1.0,50.0,3,1,2,Needs Attention,0.7337,High Risk
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,563,39,8000,14.209591474245116,12683.4,22.52824156305506,273,0.0461811722912966,0,736,2,18.9,0.05,5,5,5,Champions,0.0109,Low Risk
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,98,2,1180,12.040816326530612,2906.85,29.66173469387755,84,0.0,0,126,14,63.0,4.67,5,2,4,Promising / New,0.5687,Medium Risk
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,71,2,478,6.732394366197183,1142.88,16.096901408450705,69,0.0,1,44,683,22.0,227.67,1,2,3,Lost / Inactive,0.4434,Medium Risk
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,32,2,331,10.34375,859.2,26.85,21,0.0,1,256,462,128.0,154.0,1,2,3,Lost / Inactive,0.7199,High Risk
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,11,1,121,11.0,173.55,15.77727272727273,11,0.0,1,1,367,1.0,183.5,2,1,1,Lost / Inactive,0.743,High Risk
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,12,1,182,15.166666666666666,172.06,14.338333333333331,12,0.0,0,1,3,1.0,1.5,5,1,1,Promising / New,0.6509,Medium Risk
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,21,1,182,8.666666666666666,485.31,23.11,21,0.0,1,1,732,1.0,366.0,1,1,2,Lost / Inactive,0.7311,High Risk
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,176,5,1153,6.551136363636363,5005.46,28.44011363636364,138,0.0,0,150,21,30.0,3.5,4,4,5,Champions,0.4411,Medium Risk
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,24,2,206,8.583333333333334,434.98,18.124166666666667,24,0.0,0,399,22,199.5,7.33,4,2,2,Promising / New,0.3874,Medium Risk
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,57,1,351,6.157894736842105,1002.31,17.58438596491228,57,0.0,0,1,58,1.0,29.0,4,1,3,Promising / New,0.6471,Medium Risk
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,26,1,190,7.3076923076923075,476.49,18.326538461538465,26,1.0,1,1,243,1.0,121.5,2,1,2,Lost / Inactive,0.7605,High Risk
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,22,1,243,11.045454545454543,449.45,20.42954545454545,22,0.0,0,1,44,1.0,22.0,4,1,2,Promising / New,0.6944,Medium Risk
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,201,6,2282,11.35323383084577,4835.89,24.05915422885572,125,0.2388059701492537,0,417,22,69.5,3.14,4,4,5,Champions,0.3614,Medium Risk
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,37,5,442,11.945945945945946,688.2,18.6,31,0.4594594594594595,1,319,156,63.8,26.0,3,4,3,Loyal Customers,0.6894,Medium Risk
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,511,8,9359,18.315068493150687,12669.88,24.794285714285717,352,0.0,0,519,11,64.9,1.22,5,4,5,Champions,0.227,Low Risk
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,22,2,185,8.409090909090908,430.57,19.571363636363635,21,0.0,0,1,17,0.5,5.67,5,2,2,Promising / New,0.725,High Risk
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,43,1,473,11.0,707.09,16.443953488372095,43,0.0,1,1,134,1.0,67.0,3,1,3,Needs Attention,0.6592,Medium Risk
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,40,5,7703,192.575,16679.78,416.9945,24,0.0,0,365,56,73.0,9.33,4,4,5,Champions,0.4024,Medium Risk
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,227,10,3302,14.54625550660793,5879.95,25.902863436123347,199,0.0,0,649,73,64.9,6.64,3,5,5,Loyal Customers,0.0168,Low Risk
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,125,3,1633,13.064,3181.04,25.44832,105,0.36,0,211,44,70.3,11.0,4,3,5,Loyal Customers,0.5271,Medium Risk
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,84,8,1094,13.023809523809524,2995.91,35.66559523809524,63,0.0,0,369,66,46.1,7.33,3,4,5,Loyal Customers,0.3687,Medium Risk
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,84,4,986,11.738095238095235,1777.49,21.16059523809524,71,0.0,0,417,71,104.2,14.2,3,3,4,Loyal Customers,0.4944,Medium Risk
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,23,1,258,11.217391304347826,454.36,19.754782608695653,23,0.0,1,1,605,1.0,302.5,1,1,2,Lost / Inactive,0.7086,High Risk
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,18,1,170,9.444444444444445,326.65,18.147222222222226,18,0.0,1,1,456,1.0,228.0,1,1,2,Lost / Inactive,0.7472,High Risk
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,35,2,287,8.2,826.88,23.62514285714286,35,0.0,1,61,94,30.5,31.33,3,2,3,Needs Attention,0.6565,Medium Risk
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,62,2,536,8.64516129032258,1189.59,19.186935483870965,51,0.0,0,285,19,142.5,6.33,5,2,3,Promising / New,0.5804,Medium Risk
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,83,4,776,9.349397590361448,1344.78,16.202168674698793,65,0.0,0,189,53,47.2,10.6,4,3,4,Loyal Customers,0.5709,Medium Risk
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,29,8,112,3.8620689655172415,1212.05,41.79482758620689,6,0.0,0,300,10,37.5,1.11,5,4,3,Champions,0.4912,Medium Risk
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,47,2,479,10.191489361702128,742.1899999999999,15.79127659574468,46,0.0,0,153,17,76.5,5.67,5,2,3,Promising / New,0.6678,Medium Risk
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,1,1.0,56.73,56.73,1,0.0,1,1,682,1.0,341.0,1,1,1,Lost / Inactive,0.9454,High Risk
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,9,1,129,14.333333333333334,132.8,14.755555555555556,9,0.0,1,1,423,1.0,211.5,1,1,1,Lost / Inactive,0.7484,High Risk
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,150,5,2201,14.673333333333334,3670.74,24.4716,127,0.1733333333333333,1,496,188,99.2,31.33,3,4,5,Loyal Customers,0.462,Medium Risk
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,76,2,2552,33.578947368421055,3070.54,40.40184210526316,76,0.0,1,15,523,7.5,174.33,1,2,5,Lost / Inactive,0.6691,Medium Risk
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,23,1,95,4.130434782608695,211.95,9.215217391304348,23,0.0,1,1,690,1.0,345.0,1,1,1,Lost / Inactive,0.8762,High Risk
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,1135,79,16858,14.852863436123348,39918.19,35.17021145374449,255,0.0387665198237885,0,731,2,9.3,0.02,5,5,5,Champions,0.0053,Low Risk
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,841,19,10378,12.340071343638526,16249.29,19.321391200951247,397,0.1343638525564803,0,694,32,36.5,1.6,4,5,5,Champions,0.0043,Low Risk
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,167,5,2414,14.455089820359282,3928.05,23.521257485029945,140,0.0,0,163,29,32.6,4.83,4,4,5,Champions,0.3818,Medium Risk
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,708,31,7940,11.214689265536723,12372.75,17.47563559322034,369,0.059322033898305,0,650,17,21.0,0.53,5,5,5,Champions,0.0048,Low Risk
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,61,2,771,12.63934426229508,1149.64,18.846557377049184,54,0.0,0,357,54,178.5,18.0,4,2,3,Promising / New,0.3378,Low Risk
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,514,23,5631,10.955252918287938,14083.91,27.400603112840468,358,0.0680933852140077,0,487,16,21.2,0.67,5,5,5,Champions,0.179,Low Risk
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,564,9,6119,10.849290780141844,20276.37,35.95101063829787,295,0.0,0,601,23,66.8,2.3,4,5,5,Champions,0.0777,Low Risk
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,36,1,236,6.555555555555555,680.99,18.91638888888889,36,0.0,0,1,4,1.0,2.0,5,1,3,Promising / New,0.6875,Medium Risk
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,31,1,385,12.419354838709678,527.2,17.006451612903227,31,0.0,0,1,11,1.0,5.5,5,1,2,Promising / New,0.6332,Medium Risk
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,242,7,2952,12.198347107438016,5464.85,22.58202479338843,177,0.0,0,480,28,68.6,3.5,4,4,5,Champions,0.2842,Low Risk
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,380,15,7158,18.83684210526316,12185.51,32.06713157894737,248,0.2026315789473684,0,585,23,39.0,1.44,4,5,5,Champions,0.1409,Low Risk
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,204,29,27042,132.55882352941177,23691.4,116.1343137254902,42,0.2450980392156862,1,78,576,2.7,19.2,1,5,5,At Risk,0.563,Medium Risk
