Date,Revenue,TotalQuantity,Transactions,UniqueCustomers,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_mean_30,rolling_std_30,day_of_week,day_of_month,month,quarter,is_weekend,sin_dow,cos_dow,sin_month,cos_month
2010-02-26,12778.64,6798.0,32.0,26.0,44604.16,30392.66,20840.01,18931.99,9728.96,19420.74,23722.72,21785.68428571429,14183.88912272285,22155.75857142857,18710.689,11235.424933639302,4,26,2,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2010-02-27,0.0,0.0,0.0,0.0,12778.64,44604.16,30392.66,0.0,0.0,0.0,18914.829999999998,20906.63428571429,14575.495630481853,22373.592857142856,18345.886333333332,11244.745517380927,5,27,2,1,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
2010-02-28,16741.49,8419.0,53.0,50.0,0.0,12778.64,44604.16,11394.73,17772.19,17023.92,25382.44,20906.63428571429,14575.495630481853,22373.592857142856,17715.392,11731.4885819406,6,28,2,1,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2010-03-01,23933.87,21188.0,57.0,49.0,16741.49,0.0,12778.64,26336.24,42318.21,13016.04,0.0,21670.457142857143,14127.152128234862,22299.971428571425,17427.360333333334,11642.494843044322,0,1,3,1,0,0.0,1.0,1.0,6.123233995736766e-17
2010-03-02,21667.8,11019.0,52.0,48.0,23933.87,16741.49,0.0,20840.01,25669.01,18398.26,18261.86,21327.26142857143,14023.715559303388,20986.804285714286,18225.156,11219.457146221499,1,2,3,1,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2010-03-03,31849.7,20031.0,60.0,53.0,21667.8,23933.87,16741.49,30392.66,26455.22,6082.34,16606.93,21445.517142857145,14022.412121289646,20701.003571428573,18338.68733333333,11237.060160758678,2,3,3,1,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2010-03-04,29966.35,18044.0,73.0,67.0,31849.7,21667.8,23933.87,44604.16,35737.24,15061.87,19532.03,21653.66571428572,14187.20447574723,21086.323571428573,18846.77966666666,11497.64272074077,3,4,3,1,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2010-03-05,25361.64,17947.0,59.0,55.0,29966.35,31849.7,21667.8,12778.64,18931.99,9728.96,17230.06,19562.55,10950.089821409394,20674.117142857143,19194.590333333337,11675.532867502045,4,5,3,1,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2010-03-06,0.0,0.0,0.0,0.0,25361.64,29966.35,31849.7,0.0,0.0,0.0,22486.01,21360.12142857143,10680.324364892416,21133.37785714286,19465.643,11722.646812136647,5,6,3,1,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2010-03-07,19034.6,10876.0,50.0,46.0,0.0,25361.64,29966.35,16741.49,11394.73,17772.19,19420.74,21360.12142857143,10680.324364892416,21133.37785714286,18716.109333333334,12230.723918075846,6,7,3,1,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2010-03-08,26605.58,13876.0,69.0,66.0,19034.6,0.0,25361.64,23933.87,26336.24,42318.21,0.0,21687.708571428575,10549.416030634806,21679.08285714286,18703.238,12230.159980115406,0,8,3,1,0,0.0,1.0,1.0,6.123233995736766e-17
2010-03-09,19665.69,11984.0,53.0,51.0,26605.58,19034.6,0.0,21667.8,20840.01,25669.01,17023.92,22069.38142857143,10691.597717835002,21698.32142857143,19590.090666666667,11783.636007070003,1,9,3,1,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2010-03-10,22905.79,17302.0,56.0,47.0,19665.69,26605.58,19034.6,31849.7,30392.66,26455.22,13016.04,21783.36571428572,10730.838740738252,21614.441428571434,19678.149666666668,11773.664505290073,2,10,3,1,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2010-03-11,21537.09,13706.0,46.0,39.0,22905.79,19665.69,26605.58,29966.35,44604.16,35737.24,18398.26,20505.66428571429,9826.88916714214,21079.665,20007.808,11719.02346617092,3,11,3,1,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2010-03-12,19123.05,10586.0,35.0,30.0,21537.09,22905.79,19665.69,25361.64,12778.64,18931.99,6082.34,19301.484285714287,8951.865938940451,19432.017142857145,20112.435666666668,11718.169607025595,4,12,3,1,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2010-03-13,0.0,0.0,0.0,0.0,19123.05,21537.09,22905.79,0.0,0.0,0.0,15061.87,18410.257142857146,8549.481207499713,19885.18928571429,20547.126,11417.796300205064,5,13,3,1,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2010-03-14,8947.9,4927.0,24.0,22.0,0.0,19123.05,21537.09,19034.6,16741.49,11394.73,9728.96,18410.257142857146,8549.481207499713,19885.18928571429,20045.06366666667,11984.401433866948,6,14,3,1,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2010-03-15,20536.68,13990.0,49.0,41.0,8947.9,0.0,19123.05,26605.58,23933.87,26336.24,0.0,16969.300000000003,9248.186036436204,19328.504285714287,20019.028333333332,12008.40964740962,0,15,3,1,0,0.0,1.0,1.0,6.123233995736766e-17
2010-03-16,21048.78,12256.0,43.0,42.0,20536.68,8947.9,0.0,19665.69,21667.8,20840.01,17772.19,16102.314285714287,8443.73858757455,19085.847857142857,20703.584333333336,11397.67539194322,1,16,3,1,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2010-03-17,29543.78,78565.0,44.0,40.0,21048.78,20536.68,8947.9,22905.79,31849.7,30392.66,42318.21,16299.898571428572,8556.449105241098,19041.632142857143,20812.804,11384.307628313627,2,17,3,1,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2010-03-18,37570.75,20574.0,81.0,70.0,29543.78,21048.78,20536.68,21537.09,29966.35,44604.16,25669.01,17248.18285714286,9701.759461267358,18876.92357142857,20386.989666666665,10774.777802973227,3,18,3,1,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2010-03-19,35274.3,12780.0,52.0,47.0,37570.75,29543.78,21048.78,19123.05,25361.64,12778.64,26455.22,19538.705714285716,12400.479600590543,19420.095,20783.714333333333,11187.183909550915,4,19,3,1,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2010-03-20,0.0,0.0,0.0,0.0,35274.3,37570.75,29543.78,0.0,0.0,0.0,35737.24,21846.027142857143,13740.459711963455,20128.14214285714,21077.683666666668,11454.043087298598,5,20,3,1,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2010-03-21,20485.48,12262.0,55.0,51.0,0.0,35274.3,37570.75,8947.9,19034.6,16741.49,18931.99,21846.027142857143,13740.459711963455,20128.14214285714,19886.442333333332,11731.849470212055,6,21,3,1,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2010-03-22,21494.16,12051.0,52.0,49.0,20485.48,0.0,35274.3,20536.68,26605.58,23933.87,0.0,23494.25285714286,12578.250191465062,20231.776428571433,19938.225333333332,11730.919783817615,0,22,3,1,0,0.0,1.0,1.0,6.123233995736766e-17
2010-03-23,41826.29,54157.0,65.0,58.0,21494.16,20485.48,0.0,21048.78,19665.69,21667.8,11394.73,23631.035714285717,12545.89198805977,19866.675,20654.69733333333,11111.20594606026,1,23,3,1,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2010-03-24,25970.5,13663.0,66.0,59.0,41826.29,21494.16,20485.48,29543.78,22905.79,31849.7,26336.24,26599.251428571435,14184.049356692236,21449.575,21669.082666666665,11614.390661338737,2,24,3,1,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2010-03-25,30503.38,16603.0,75.0,67.0,25970.5,41826.29,21494.16,37570.75,21537.09,29966.35,20840.01,26088.78285714286,14124.591850342353,21668.48285714286,21656.891333333333,11609.51366297715,3,25,3,1,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2010-03-26,29867.35,20215.0,56.0,48.0,30503.38,25970.5,41826.29,35274.3,19123.05,25361.64,30392.66,25079.15857142858,13401.133532332806,22308.932142857142,21979.003666666667,11719.60307847481,4,26,3,1,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2010-03-27,0.0,0.0,0.0,0.0,29867.35,30503.38,25970.5,0.0,0.0,0.0,44604.16,24306.737142857142,12860.480188503496,23076.382142857146,21961.493333333332,11706.984343012804,5,27,3,1,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2010-03-28,22402.0,14517.0,59.0,56.0,0.0,29867.35,30503.38,20485.48,8947.9,19034.6,12778.64,24306.737142857142,12860.480188503496,23076.382142857146,20474.688,11563.691873324102,6,28,3,1,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2010-03-29,31740.38,18251.0,58.0,41.0,22402.0,0.0,29867.35,21494.16,20536.68,26605.58,0.0,24580.52571428571,12785.753792352734,24037.389285714286,20795.466666666667,11475.984715665807,0,29,3,1,0,0.0,1.0,1.0,6.123233995736766e-17
2010-03-30,33524.51,18224.0,68.0,54.0,31740.38,22402.0,0.0,41826.29,21048.78,19665.69,16741.49,26044.271428571432,12958.864402984858,24837.653571428575,21853.479333333333,10943.438437990548,1,30,3,1,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2010-03-31,24591.07,12506.0,67.0,59.0,33524.51,31740.38,22402.0,25970.5,29543.78,22905.79,23933.87,24858.302857142862,11580.365627642806,25728.777142857143,22412.913333333334,11100.94439971921,2,31,3,1,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2010-04-01,28646.66,16895.0,74.0,72.0,24591.07,33524.51,31740.38,30503.38,37570.75,21537.09,21667.8,24661.241428571433,11570.017335684857,25375.01214285714,22434.820000000003,11104.697189781347,3,1,4,2,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2010-04-02,0.0,0.0,0.0,0.0,28646.66,24591.07,33524.51,29867.35,35274.3,19123.05,31849.7,24395.99571428572,11434.2489767028,24737.577142857142,22667.448666666667,11161.031104625225,4,2,4,2,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2010-04-03,0.0,0.0,0.0,0.0,0.0,28646.66,24591.07,0.0,0.0,0.0,29966.35,20129.23142857143,14272.609226826095,22217.984285714287,21605.792,11756.400879293702,5,3,4,2,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2010-04-04,0.0,0.0,0.0,0.0,0.0,0.0,28646.66,22402.0,20485.48,8947.9,25361.64,20129.23142857143,14272.609226826095,22217.984285714287,20606.913666666664,12282.808939013363,6,4,4,2,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2010-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31740.38,21494.16,20536.68,0.0,16928.945714285717,16075.7162888852,20754.735714285718,19761.525666666665,12805.913921769237,0,5,4,2,0,0.0,1.0,0.8660254037844387,-0.4999999999999998
2010-04-06,17900.83,12715.0,53.0,46.0,0.0,0.0,0.0,33524.51,41826.29,21048.78,19034.6,12394.605714285717,15673.017513933371,19219.43857142857,19761.525666666665,12805.913921769237,1,6,4,2,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
