CustomerID,first_purchase,last_purchase,total_items_bought,total_orders,total_quantity,avg_quantity_per_line,total_spend,avg_order_value,unique_products_bought,weekend_purchase_ratio,is_churned,days_as_customer,purchase_frequency_days,R_Score,F_Score,M_Score,RFM_Segment
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,126,2,1263,10.023809523809524,2409.9,19.126190476190477,110,0.25,0,100,50.0,4,2,4,Promising / New
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,85,1,1394,16.4,1635.6599999999999,19.24305882352941,85,0.25,0,1,1.0,4,1,4,Promising / New
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,110,7,2198,19.98181818181818,1962.3,17.83909090909091,67,0.25,1,526,75.1,3,4,4,Loyal Customers
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,11,1,91,8.272727272727273,205.25,18.65909090909091,11,0.25,1,1,1.0,1,1,1,Lost / Inactive
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,5,1,11,2.2,84.3,16.86,5,0.25,1,1,1.0,2,1,1,Lost / Inactive
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,70,6,584,8.342857142857143,1256.9,17.955714285714286,43,0.25,1,348,58.0,2,4,4,At Risk
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,9,2,260,28.88888888888889,1019.36,113.26222222222222,5,0.25,0,472,236.0,4,2,3,Promising / New
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,1,1,1.0,63.24,63.24,1,0.25,1,1,1.0,1,1,1,Lost / Inactive
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,54,1,857,15.87037037037037,1710.3899999999999,31.673888888888886,54,0.25,1,1,1.0,3,1,4,Needs Attention
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,166,5,3416,20.57831325301205,6390.36,38.49614457831325,114,0.25,0,676,135.2,4,4,5,Champions
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,77,5,1416,18.38961038961039,1708.12,22.18337662337662,57,0.25,0,215,43.0,4,4,4,Champions
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,159,8,2229,14.018867924528301,4340.77,27.30044025157233,104,0.25,0,466,58.2,4,4,5,Champions
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,264,7,13143,49.78409090909091,23419.29,88.70943181818183,177,0.25,0,487,69.6,3,4,5,Loyal Customers
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,40,3,341,8.525,1013.71,25.342750000000002,36,0.25,1,194,64.7,2,3,3,At Risk
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,22,1,138,6.2727272727272725,346.9,15.768181818181818,22,0.25,1,1,1.0,2,1,2,Lost / Inactive
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,127,6,1997,15.724409448818898,2596.93,20.448267716535433,82,0.25,0,465,77.5,3,4,4,Loyal Customers
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,51,4,319,6.254901960784314,999.45,19.597058823529412,41,0.25,0,336,84.0,3,3,3,Loyal Customers
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,28,6,495,17.678571428571427,952.41,34.01464285714285,21,0.25,1,247,41.2,2,4,3,At Risk
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,926,28,91447,98.7548596112311,144458.37,156.00255939524837,498,0.25,0,504,18.0,4,5,5,Champions
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,11,1,132,12.0,202.56,18.414545454545454,11,0.25,1,1,1.0,1,1,1,Lost / Inactive
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,369,20,2884,7.815718157181572,6797.41,18.421165311653116,270,0.25,0,731,36.6,5,5,5,Champions
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,102,4,1088,10.666666666666666,2021.2,19.815686274509805,90,0.25,1,518,129.5,3,3,4,Loyal Customers
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,25,2,231,9.24,503.01,20.1204,23,0.25,1,28,14.0,2,2,2,Lost / Inactive
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,29,1,345,11.89655172413793,600.39,20.70310344827586,29,0.25,0,1,1.0,3,1,2,Needs Attention
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,65,6,652,10.03076923076923,1098.6,16.90153846153846,44,0.25,0,490,81.7,5,4,3,Champions
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,172,17,2596,15.093023255813954,5231.8,30.417441860465118,137,0.25,1,626,36.8,3,5,5,Loyal Customers
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,165,10,1793,10.866666666666667,2622.39,15.893272727272727,128,0.25,0,466,46.6,5,5,4,Champions
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,92,4,2025,22.01086956521739,3340.0299999999997,36.30467391304347,78,0.25,1,386,96.5,3,3,5,Loyal Customers
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,91,2,1147,12.604395604395604,1741.41,19.136373626373626,87,0.25,0,371,185.5,3,2,4,Needs Attention
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,77,2,584,7.584415584415584,1345.21,17.470259740259742,73,0.25,1,469,234.5,2,2,4,Lost / Inactive
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,31,3,533,17.193548387096776,825.8000000000001,26.638709677419357,26,0.25,0,350,116.7,4,3,3,Loyal Customers
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,294,9,3536,12.02721088435374,7956.46,27.062789115646257,258,0.25,0,258,28.7,4,5,5,Champions
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,153,8,2890,18.88888888888889,6204.41,40.55169934640523,124,0.25,0,538,67.2,5,4,5,Champions
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,11,1,117,10.636363636363637,256.4,23.30909090909091,11,0.25,0,1,1.0,4,1,1,Promising / New
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,390,27,4600,11.794871794871796,10432.22,26.749282051282048,244,0.25,0,659,24.4,4,5,5,Champions
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,108,5,1801,16.675925925925927,5059.32,46.845555555555556,107,0.25,0,130,26.0,4,4,5,Champions
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,559,10,13534,24.211091234347048,16794.14,30.04318425760286,285,0.25,0,477,47.7,5,5,5,Champions
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,70,3,532,7.6,1103.43,15.763285714285715,62,0.25,0,297,99.0,3,3,3,Loyal Customers
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,112,6,4958,44.267857142857146,13925.93,124.33866071428572,88,0.25,0,658,109.7,3,4,5,Loyal Customers
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,16,1,211,13.1875,509.01,31.813125,16,0.25,1,1,1.0,3,1,2,Needs Attention
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,563,39,8000,14.209591474245116,12683.4,22.52824156305506,273,0.25,0,736,18.9,5,5,5,Champions
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,98,2,1180,12.040816326530612,2906.85,29.66173469387755,84,0.25,0,126,63.0,5,2,4,Promising / New
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,71,2,478,6.732394366197183,1142.88,16.096901408450705,69,0.25,1,44,22.0,1,2,3,Lost / Inactive
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,32,2,331,10.34375,859.2,26.85,21,0.25,1,256,128.0,1,2,3,Lost / Inactive
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,11,1,121,11.0,173.55,15.77727272727273,11,0.25,1,1,1.0,2,1,1,Lost / Inactive
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,12,1,182,15.166666666666666,172.06,14.338333333333333,12,0.25,0,1,1.0,5,1,1,Promising / New
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,21,1,182,8.666666666666666,485.31,23.11,21,0.25,1,1,1.0,1,1,2,Lost / Inactive
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,176,5,1153,6.551136363636363,5005.46,28.440113636363638,138,0.25,0,150,30.0,4,4,5,Champions
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,24,2,206,8.583333333333334,434.98,18.124166666666667,24,0.25,0,399,199.5,4,2,2,Promising / New
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,57,1,351,6.157894736842105,1002.31,17.58438596491228,57,0.25,0,1,1.0,4,1,3,Promising / New
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,26,1,190,7.3076923076923075,476.49,18.326538461538462,26,0.25,1,1,1.0,2,1,2,Lost / Inactive
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,22,1,243,11.045454545454545,449.45,20.429545454545455,22,0.25,0,1,1.0,4,1,2,Promising / New
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,201,6,2282,11.35323383084577,4835.89,24.05915422885572,125,0.25,0,417,69.5,4,4,5,Champions
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,37,5,442,11.945945945945946,688.2,18.6,31,0.25,1,319,63.8,3,4,3,Loyal Customers
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,511,8,9359,18.315068493150687,12669.88,24.794285714285714,352,0.25,0,519,64.9,5,4,5,Champions
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,22,2,185,8.409090909090908,430.57,19.571363636363635,21,0.25,0,1,0.5,5,2,2,Promising / New
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,43,1,473,11.0,707.09,16.443953488372095,43,0.25,1,1,1.0,3,1,3,Needs Attention
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,40,5,7703,192.575,16679.78,416.99449999999996,24,0.25,0,365,73.0,4,4,5,Champions
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,227,10,3302,14.54625550660793,5879.95,25.902863436123347,199,0.25,0,649,64.9,3,5,5,Loyal Customers
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,125,3,1633,13.064,3181.04,25.44832,105,0.25,0,211,70.3,4,3,5,Loyal Customers
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,84,8,1094,13.023809523809524,2995.91,35.665595238095236,63,0.25,0,369,46.1,3,4,5,Loyal Customers
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,84,4,986,11.738095238095237,1777.49,21.160595238095237,71,0.25,0,417,104.2,3,3,4,Loyal Customers
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,23,1,258,11.217391304347826,454.36,19.754782608695653,23,0.25,1,1,1.0,1,1,2,Lost / Inactive
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,18,1,170,9.444444444444445,326.65,18.147222222222222,18,0.25,1,1,1.0,1,1,2,Lost / Inactive
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,35,2,287,8.2,826.88,23.62514285714286,35,0.25,1,61,30.5,3,2,3,Needs Attention
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,62,2,536,8.64516129032258,1189.59,19.186935483870965,51,0.25,0,285,142.5,5,2,3,Promising / New
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,83,4,776,9.349397590361447,1344.78,16.202168674698793,65,0.25,0,189,47.2,4,3,4,Loyal Customers
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,29,8,112,3.8620689655172415,1212.05,41.79482758620689,6,0.25,0,300,37.5,5,4,3,Champions
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,47,2,479,10.191489361702128,742.1899999999999,15.79127659574468,46,0.25,0,153,76.5,5,2,3,Promising / New
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,1,1.0,56.73,56.73,1,0.25,1,1,1.0,1,1,1,Lost / Inactive
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,9,1,129,14.333333333333334,132.8,14.755555555555556,9,0.25,1,1,1.0,1,1,1,Lost / Inactive
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,150,5,2201,14.673333333333334,3670.74,24.4716,127,0.25,1,496,99.2,3,4,5,Loyal Customers
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,76,2,2552,33.578947368421055,3070.54,40.40184210526316,76,0.25,1,15,7.5,1,2,5,Lost / Inactive
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,23,1,95,4.130434782608695,211.95,9.215217391304348,23,0.25,1,1,1.0,1,1,1,Lost / Inactive
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,1135,79,16858,14.852863436123348,39918.19,35.17021145374449,255,0.25,0,731,9.3,5,5,5,Champions
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,841,19,10378,12.340071343638526,16249.289999999999,19.321391200951247,397,0.25,0,694,36.5,4,5,5,Champions
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,167,5,2414,14.455089820359282,3928.05,23.521257485029942,140,0.25,0,163,32.6,4,4,5,Champions
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,708,31,7940,11.214689265536723,12372.75,17.47563559322034,369,0.25,0,650,21.0,5,5,5,Champions
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,61,2,771,12.639344262295081,1149.64,18.846557377049184,54,0.25,0,357,178.5,4,2,3,Promising / New
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,514,23,5631,10.955252918287938,14083.91,27.400603112840468,358,0.25,0,487,21.2,5,5,5,Champions
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,564,9,6119,10.849290780141844,20276.37,35.95101063829787,295,0.25,0,601,66.8,4,5,5,Champions
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,36,1,236,6.555555555555555,680.99,18.91638888888889,36,0.25,0,1,1.0,5,1,3,Promising / New
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,31,1,385,12.419354838709678,527.2,17.006451612903227,31,0.25,0,1,1.0,5,1,2,Promising / New
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,242,7,2952,12.198347107438016,5464.85,22.58202479338843,177,0.25,0,480,68.6,4,4,5,Champions
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,380,15,7158,18.83684210526316,12185.51,32.06713157894737,248,0.25,0,585,39.0,4,5,5,Champions
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,204,29,27042,132.55882352941177,23691.4,116.1343137254902,42,0.25,1,78,2.7,1,5,5,At Risk
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,138,19,2160,15.652173913043478,5097.18,36.93608695652174,68,0.25,0,661,34.8,5,5,5,Champions
12484,2010-01-27 16:41:00,2011-11-07 11:37:00,471,12,3266,6.934182590233545,6354.1,13.490658174097666,329,0.25,0,649,54.1,4,5,5,Champions
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,34,1,414,12.176470588235293,708.1,20.826470588235296,34,0.25,1,1,1.0,1,1,3,Lost / Inactive
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,49,1,523,10.673469387755102,1037.28,21.168979591836734,49,0.25,1,1,1.0,1,1,3,Lost / Inactive
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,2,1,174,87.0,285.3,142.65,2,0.25,1,1,1.0,1,1,1,Lost / Inactive
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,55,3,529,9.618181818181819,1298.66,23.612000000000002,46,0.25,0,66,22.0,5,3,4,Loyal Customers
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,15,1,105,7.0,334.93,22.328666666666667,15,0.25,1,1,1.0,2,1,2,Lost / Inactive
12490,2009-12-01 12:52:00,2011-12-04 16:07:00,462,21,5906,12.783549783549784,9823.64,21.26329004329004,195,0.25,0,734,35.0,5,5,5,Champions
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,26,1,260,10.0,460.4,17.707692307692305,25,0.25,0,1,1.0,4,1,2,Promising / New
12492,2010-11-01 14:58:00,2011-10-07 15:15:00,42,3,444,10.571428571428571,715.21,17.028809523809525,38,0.25,0,341,113.7,3,3,3,Loyal Customers
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,22,2,207,9.409090909090908,433.74,19.715454545454545,20,0.25,1,32,16.0,3,2,2,Needs Attention
12494,2010-05-12 13:52:00,2011-11-24 09:34:00,108,9,979,9.064814814814815,1815.27,16.808055555555555,83,0.25,0,561,62.3,5,5,4,Champions
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,17,1,130,7.647058823529412,357.4,21.023529411764706,17,0.25,1,1,1.0,1,1,2,Lost / Inactive
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,10,2,30,3.0,45.34,4.534000000000001,10,0.25,1,1,0.5,1,2,1,Lost / Inactive
12497,2010-03-05 09:39:00,2011-09-19 12:29:00,57,3,5685,99.73684210526316,6248.5,109.62280701754386,41,0.25,0,564,188.0,3,3,5,Loyal Customers
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,23,3,159,6.913043478260869,403.7,17.55217391304348,21,0.25,0,37,12.3,4,3,2,Loyal Customers
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,27,1,302,11.185185185185185,393.72,14.582222222222223,27,0.25,1,1,1.0,1,1,2,Lost / Inactive
12500,2010-02-04 15:05:00,2011-11-16 16:20:00,146,19,3377,23.13013698630137,5955.21,40.7891095890411,88,0.25,0,651,34.3,4,5,5,Champions
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,149,1,1783,11.966442953020135,2169.39,14.559664429530201,149,0.25,1,1,1.0,2,1,4,Lost / Inactive
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,147,5,820,5.578231292517007,3723.87,25.332448979591835,102,0.25,1,215,43.0,3,4,5,Loyal Customers
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,2,1,561,280.5,1126.0,563.0,2,0.25,1,1,1.0,1,1,3,Lost / Inactive
12504,2010-04-22 10:24:00,2011-11-21 16:02:00,20,4,458,22.9,779.05,38.9525,11,0.25,0,579,144.8,5,3,3,Loyal Customers
12505,2010-10-27 09:18:00,2010-10-27 09:18:00,42,1,324,7.714285714285714,955.2,22.742857142857144,42,0.25,1,1,1.0,2,1,3,Lost / Inactive
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,23,1,23,1.0,73.5,3.1956521739130435,23,0.25,1,1,1.0,2,1,1,Lost / Inactive
12507,2010-05-04 09:23:00,2011-07-28 17:09:00,49,4,1256,25.632653061224488,1844.06,37.633877551020404,46,0.25,1,451,112.8,3,3,4,Loyal Customers
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,68,2,271,3.985294117647059,397.88,5.851176470588236,57,0.25,0,3,1.5,4,2,2,Promising / New
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,7,1,55,7.857142857142857,176.5,25.214285714285715,7,0.25,1,1,1.0,2,1,1,Lost / Inactive
12510,2009-12-04 13:47:00,2011-07-20 10:15:00,145,9,2049,14.13103448275862,5178.02,35.71048275862069,94,0.25,1,593,65.9,3,5,5,Loyal Customers
12511,2010-10-07 10:39:00,2010-10-07 10:39:00,190,1,1753,9.226315789473684,3084.02,16.231684210526314,190,0.25,1,1,1.0,1,1,5,Lost / Inactive
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,31,2,96,3.096774193548387,132.18,4.263870967741935,31,0.25,0,1,0.5,3,2,1,Needs Attention
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,35,1,462,13.2,612.29,17.494,35,0.25,1,1,1.0,3,1,3,Needs Attention
